UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
Q18885,4.76119,4.29677,1.84031,0,0,1.93866,-0.996540098,-0.97037215,-0.094585273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18995,0,0,0,0,0,-1.72967511,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EFZ5,0,0,1.99301,0,0,2.97,0,0,0.345109727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83355,0,2.64211,0,0,0,0.806852163,0.00453489,-0.176886549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5EGJ5,0,0,1.07115,0,0,0,0,0,-0.022665273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38518,1.8342,0,0,0,0,-0.59097511,0.051743451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q21032,4.66648,4.42967,3.56843,3.03326,2.64763,2.25493,-0.004080098,-0.36403215,-0.047575273,2.17133,1.41775,1.00732,1.37915,0.355918,0.164417,0.133044581,-0.05154505,0.022189,2.15726,1.4536,0.58718,1.64316,0.908193,0.245969,0.416360234,0.412322161,0.324514133,4.20096,3.78405,3.06199,2.58331,1.77523,1.79143,-0.078453837,0.31072489,-0.118176549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O17643,3.78919,2.89488,2.58956,0,1.28985,0,-0.046190098,0.26828785,-0.116545273,3.53615,0.758193,0.796738,0,-0.936853,0,0.157928581,0.45511895,0.072352,3.90419,1.23339,0.203077,0,1.1445,0,1.829816234,0.237165161,0.455116133,4.66236,2.11453,-0.640697,0,1.38814,-1.93462,0.178586163,0.49580489,0.241017451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q20049,4.25949,3.00964,2.48251,2.38876,2.1477,1.47453,-0.598790098,0.52336385,0.328143727,2.37207,1.2595,0.835955,2.08789,0.760815,0.2347,0.613989581,0.28380295,0.28658,2.5544,1.66743,0.468983,1.9769,1.00056,0.172749,0.315027234,0.375823161,0.432328133,4.45356,2.73309,1.73779,2.80166,1.51365,0.618415,0.160706163,0.35253489,0.163042451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q95YD8,3.44987,0,-0.0685656,0,0,0,0.579539902,0,-0.637145273,0,0.430035,0.074001,0,0,0,0,-0.33011005,0.085197,0,-1.74314,-3.51916,0,0,0,0,-0.068838839,-0.728620867,3.42322,0,0,0,0,0,0.289356163,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P90901,0,0,0,0,0,0,0,0,0,4.54672,4.01049,3.29837,0,0,0,-0.847230419,-1.47721005,-2.436087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,Pharyngeal muscle specific
O02365,6.62705,5.85038,6.2541,0,1.75693,3.47717,-2.910720098,-2.55342215,-3.547065273,0,0.779769,0,0,0,0,0,0.23052295,0,0,0,0,0,0,0,0,1.156339161,0,0,-4.11123,0,0,-5.40693,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,Epidermis specific
Q21065,0,0,1.87224,0,0,0,0,-4.34390215,-2.987485273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P90900,1.50836,0,0,0,0,0,-2.619850098,0,0,5.71015,5.34922,0,0,0,0,-0.143730419,-1.99680005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q19289,6.75416,5.87514,6.22444,2.84422,3.13771,3.19564,-2.917590098,-2.33961215,-3.208715273,3.25523,2.85349,3.28604,1.22408,0.841349,0,-1.157740419,-1.25805005,-2.024077,1.56511,0,0.712337,0,0.112039,0,0.825024234,1.118865161,-0.192926867,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
Q19286,8.69071,4.72213,4.67927,0,0,0,-3.575410098,-2.70089215,-3.923575273,3.55641,0.267022,3.33348,0,0,0,-1.430620419,-1.32775005,-1.844387,0,0,0,0,0,0,0,0,-0.630720867,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
D1MN85,3.58815,2.98883,2.33753,1.96864,1.63987,1.45829,0.604789902,0.37070785,0.245834727,1.51398,0.87807,0.671179,1.32057,-0.187618,-0.0854991,0.600140581,0.29017795,0.113385,1.64253,1.39938,1.25286,1.25118,0.737596,0.682054,0.150329234,0.311151161,0.247997133,3.43457,2.94644,1.95634,2.23945,0.898743,1.02701,-0.087283837,0.34418489,-0.000846549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q21693,2.85245,3.45827,2.66713,0,2.82279,2.72767,0.254479902,0.51899485,0.420735727,1.23833,1.65327,0.709028,0,0,0,0.577987581,0.11259395,0.353361,1.53198,2.14538,1.08231,0,1.53511,0.126233,-0.037133766,0.378402161,0.083093133,4.0165,3.16748,1.73331,0,1.84535,0.448532,0.490486163,0.38366489,0.280911451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O61955,0,6.19169,2.09134,0,0,0,0,-0.08261215,-0.042855273,0,1.17841,0.796451,0,0.569194,0,0,-0.18772005,-0.226197,0,1.84225,1.11314,0,1.1403,0,0,0.240499161,-0.592070867,0,4.86027,2.1983,0,0,0,0,0.58859489,-0.188596549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q22888,3.95339,1.13134,3.58447,0,0,0,0.926659902,0.45539685,0.582226727,1.79352,0,1.0467,0,0,0,0.562516581,-0.58644005,-0.093594,2.76897,3.86711,2.37379,0.537572,3.66618,1.13382,0.149397234,0.209562161,-0.578660867,3.90477,2.23492,3.02568,0,0,1.97076,0.089686163,1.85519089,-0.008276549,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q20898,1.96952,2.32706,2.49342,1.85855,2.6559,1.82916,2.424822902,1.68591485,0.757755727,0.291708,0.500214,0.0455616,0.695949,0.664387,-0.908546,0.320289581,0.79462605,0.207764,3.63209,1.8178,1.07277,0,1.86511,-0.221426,-2.694123766,0.453422161,-1.266910867,4.26487,2.70714,2.90858,0,1.08931,0,-2.191543837,0.53233489,0.009263451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm and Nucleus specific,NA
P34563,3.06506,3.01076,2.96913,1.8656,1.82594,1.68082,0.088349902,0.09567785,-0.040245273,1.24276,0.735132,0.673108,0.68883,0.152785,-0.142364,0.192009581,0.12893095,-0.026949,1.31129,1.77209,1.17583,0.828893,1.1189,0.595704,0.622049234,0.299382161,0.065134133,3.03639,2.74249,2.19711,1.63345,1.21558,1.28368,0.293016163,0.43812489,0.261427451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q20751,4.45364,4.53832,4.34767,2.22639,3.25019,2.79301,0.117119902,-0.11488215,-0.516605273,0.304471,1.6112,1.32169,0.54032,0.914637,0.444011,1.099138581,0.02570395,-0.060707,1.45024,2.58588,1.53457,1.35948,1.20084,0.260367,0.188315234,-0.388008839,-0.431810867,3.37373,3.92462,3.59441,0,0.986088,2.05895,-0.116823837,0.02464489,-0.113846549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
G5EGT7,3.92533,3.00566,3.52231,1.84463,1.44207,1.34979,-0.720630098,-0.15370215,-0.773575273,1.80707,1.17003,0.889086,1.13031,0.295228,-0.10763,0.458934581,0.17678795,-0.163177,2.51371,2.01169,1.22827,1.46405,1.04221,0.109667,-0.104743766,-0.037694839,-0.195395867,4.02866,3.20422,2.69101,1.78388,1.47503,0.90425,-0.525473837,-0.03111511,-0.696126549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q21531,4.2881,3.4053,3.57634,2.0831,2.40429,1.28726,-0.474010098,0.31809785,-1.168755273,1.68201,1.37179,1.09125,0.804813,0.598326,-0.101264,0.164975581,0.04059895,-0.346627,3.60994,3.10516,2.50185,0.987222,1.35501,0.523185,-1.557953766,-1.058778839,-1.741420867,4.47355,3.80426,3.80239,1.53353,1.63511,1.30336,-0.977413837,-0.55603511,-1.736356549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
Q9TXI8,0,0,0,0,0,0,0,0,0,4.14331,4.03081,3.8884,0,3.59056,2.05165,-2.190890419,-1.41874005,-1.314037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,Pharyngeal muscle specific
Q20559,0,0,0,0,0,0,0,0,-2.935165273,0,4.17901,0,0,0,0,0,0,-3.159177,0,0,0,0,0,0,0,0,-2.877850867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EFS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8277,2.48409,0.429796,0,0,0,-0.706183766,-0.862298839,0.076952133,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Body wall muscle specific
P32742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47814005,0,0,0,0.657057,0,0,0,0,0,-0.117210867,0,0,1.47594,0,0,0,0,0,-0.079376549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EDE8,2.6143,2.77994,3.89977,0.20294,0.298212,1.04325,-0.685050098,-0.90529215,-1.622115273,0.801918,-0.00128406,0.885489,0.958495,-0.847952,-0.966334,0.948841781,-0.06901005,-0.725857,0.47855,0.210457,0.798476,0.602375,-0.296603,-0.464804,1.126940234,0.440659161,-0.663280867,2.42489,2.37636,2.54716,0.47823,-0.527849,0.0810877,0.028796163,-0.38203511,-1.127076549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q22170,4.53903,3.91569,4.24882,0.971537,1.14131,0,-1.161740098,-1.36729215,-1.226195273,1.0389,0,1.4478,1.14631,0,0,0.963229981,0,0.620844,0,1.88094,0.864659,1.00418,-0.103543,0,0.273264234,1.735785161,-0.052757867,3.42108,3.44319,2.40138,1.13439,-0.111549,0,-0.415943837,-0.45985511,-1.417246549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
P91276,2.89457,2.75249,0,0,0,0,-0.282750098,0.18429785,0,2.03432,0.969171,0.41093,0,0,0,0.196427581,-1.69726005,0.481635,1.84255,1.88181,0.229059,0,0,-0.297437,0.333085234,-0.355158839,0.236995133,4.72284,3.7805,3.28374,2.66009,2.64371,2.56702,0.625046163,0.52133489,0.146480451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q19969,3.44708,3.48602,3.16527,2.40319,3.05746,2.44341,0.930423902,0.74035185,0.562397727,1.45383,0.947488,0.976689,1.4005,0.0226956,0.302998,0.645275581,0.38958195,0.420514,1.828,1.80927,1.22685,1.71495,1.67408,0.688857,0.825555234,0.477689161,0.326927133,3.2307,3.16348,2.77734,2.68493,2.25266,2.76667,1.058126163,1.38935489,1.037634051,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q9BIB8,3.76822,4.10672,4.2656,3.06807,3.44194,3.68655,0.950995902,1.05863685,0.636028727,1.58131,1.65932,0.742042,1.45784,0.864127,-0.0797852,0.668023581,0.41710695,0.297975,1.84263,2.7539,1.26341,1.79904,1.9744,0.14149,0.677302234,0.542150161,0.341005133,4.27512,4.06784,3.80191,2.96992,3.64592,2.86931,0.947275163,1.16590489,0.755277451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
O62332,4.22098,2.51999,2.71414,0,2.89423,2.76245,0.870044902,1.15401585,0.808069727,0,1.2042,0.57055,0,0,0,0,0.10300095,-0.410507,1.51366,1.62044,0.685952,0,0,0.770666,0.370428234,0.308428161,0.559167433,3.55418,2.65591,1.72523,0,0,1.27683,0.377336163,1.61837089,0.623634451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9N5V3,4.55394,4.08583,4.00296,2.9072,3.06407,2.90436,0.049079902,0.30206785,0.161534727,1.86298,1.48181,1.22417,1.30417,0.827903,0.199128,0.282969581,0.14736295,-0.020965,2.82025,2.36692,1.49707,2.05284,1.48879,0.704775,0.190666234,0.200180161,0.034193133,4.69269,4.01272,3.49526,2.90447,2.21467,2.42072,-0.050473837,0.43271489,0.056983451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q22505,3.53217,4.38526,3.67773,2.18997,3.34943,2.97625,0.401489902,0.00692785,-0.269465273,1.84967,2.20911,1.84364,0.717647,0.482593,0,-0.092064419,-0.07996105,-0.315057,2.32009,2.63983,1.72225,0,1.98548,1.44015,-0.231973766,-0.007353839,-0.434140867,4.02195,4.01106,2.83491,1.99998,1.08623,0.888342,-0.281743837,-0.18006511,-0.023776549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q9XXN2,3.59538,0,0,0,0,0,0.070509902,0,0,4.73062,0,0,0,0,0,0.825510581,0,0,0,0,0,0,0,0,0,0,0,0,1.94623,0,0,0,0,0,1.00381489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P49049,3.33621,3.20205,2.78628,1.36052,1.52949,0.651337,-0.240000098,0.21855785,0.055734727,2.12463,1.5155,0.728958,1.61731,0.193217,0.164146,0.818251981,0.09982695,0.249376,2.46717,1.96814,0.774087,2.07808,0.481993,0.253762,0.457223234,0.170871161,0.026315133,3.88095,3.10182,1.9834,2.58252,0,0.99652,-0.043003837,0.28350489,0.192603451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q18408,1.01057,2.02689,2.38644,3.97555,0,0,2.132409902,-0.23835215,0.014404727,0,0.477368,-0.143963,0,-3.03173,-0.583498,0,1.36320695,-0.023623,3.75568,1.05037,0.868474,0,0,2.78992,0,1.823358161,2.128219133,4.25728,0,1.86274,0,0,2.89706,0.152316163,0,1.877165451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P27639,3.94145,3.58016,3.15137,1.7894,1.8335,1.50498,-0.253780098,0.10772785,-0.083135273,1.76594,1.5155,1.09234,1.18511,0.49025,0.121954,0.200121581,0.01119195,0.062126,2.24229,2.38784,1.21532,1.44998,1.41128,0.617625,-0.073303766,-0.019618839,-0.017965867,4.11517,3.53389,2.72008,2.53934,1.42802,1.22684,-0.039003837,0.52765489,-0.225296549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
O01634,5.88294,4.63086,4.83061,0,0,0,-1.861850098,-2.02938215,-1.971055273,0,0,0,0,0,0,0,0,0,0,1.71858,0,0,0,0,0,0.378495161,0,0,3.19419,0,0,0,0,0,0.60479489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
O44887,6.82408,5.84545,5.04241,0,0,0,0.070249902,-1.26378215,-1.661185273,5.3826,0,-0.280184,0,0,0,0,0,-0.021461,2.86446,3.35918,0,0,0,0,0.036197234,1.087428161,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
O61786,4.85185,0,2.72062,0,0,0,0.230699902,0,0.235204727,4.94691,0.913883,0,0,0,0,0.362863581,0.10773795,0,0.8514,1.21709,0,2.03119,0,0,1.129147234,-0.248358839,0,6.16885,4.49214,2.28965,1.74212,1.23452,1.23764,-1.030153837,-0.96239511,-1.077326549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
O61787,0,3.94081,2.4489,0,0,0,0,0.06964785,0.407281727,0,1.50656,0,0,0,0,0,0.17298195,0,0,0,0,0,0,0,0,0,0,3.34342,4.60189,3.39338,0,0,0,0.119136163,0.03954489,0.146494451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O61788,0,3.13089,2.68028,0,0,0,0,1.08945785,0,0,0,0,0,0,0,0,0,0,0,2.73175,0,0,0,0,0,0.119544161,0,0,2.98206,3.93852,0,0,0,0,0.05200489,-0.446136549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19746,0,0,0,0,0,0,0,0,0,0,0,3.70222,0,0,0,0,0,-0.893237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q23027,5.58718,2.36777,4.98675,0,0,0,-1.701350098,0.41614185,-0.289395273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.610816161,0,4.60517,0,0,0,0,0,1.521998163,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q21478,3.93073,3.36751,3.05715,0,2.2259,2.79515,0.024859902,-0.00391215,-0.268705273,2.41859,1.67227,0.768353,0.944526,1.1309,0.0517021,0.350159581,0.21494195,-0.208037,2.97743,1.59526,0.917021,1.1113,1.46051,0.00947,0.405580234,0.339700161,-0.119510867,4.7584,4.21205,3.63492,3.71594,1.43391,0.800011,-0.709573837,-0.59700511,-1.269196549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q17848,3.41685,3.52842,3.01497,2.50368,2.85643,3.48433,0.966920902,0.77172885,0.619049727,1.15008,0.982594,0.441139,0.525093,1.6515,-0.388606,-0.038186419,0.56432195,0.152232,1.06379,1.40396,0.371755,0.531481,1.15541,-0.490706,0.347122234,0.645791161,-0.180380867,3.05791,4.01261,2.55803,1.55757,2.09603,1.39463,0.289246163,0.73578489,0.008553451,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q09499,-2.82681,0,0,-5.55625,0,0,0,0,0,0,0,0.322695,0,0,0,0,0,1.978783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O16327,0,0,2.88674,0,0,0,0,0,-0.008115273,0,0.865007,0,0,0,0,0,0.21943095,0,0,1.01911,0,0,0,0,0,-0.054898839,0,4.25521,2.80731,2.33807,0,0,0,-0.525083837,-0.92252511,-0.606336549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q21926,3.94457,3.21914,2.95835,1.91626,2.03659,1.23823,-0.529820098,0.23999785,-0.351455273,1.76996,1.30956,0.829303,1.62637,0.548528,-0.230631,0.470890581,0.08822295,0.007333,2.56373,2.02012,1.0741,1.37695,0.835994,0.0802375,-0.313373766,-0.116298839,-0.264756867,4.28505,3.4327,2.77439,1.95574,0.996072,0.959417,-0.666083837,0.00958489,-0.744036549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O44512,6.98785,0,0,0,0,0,0,0,0,5.06101,-0.0165088,0,0,0,0,0,1.03669195,0,0,0,0,0,0,0,0,0,0,7.24292,4.95227,0,0,0,0,0,0.07614489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P41877,0,0,0.84527,0,0,2.39345,0,0,1.066210727,0,0.302967,0.942875,0,0,0,0,0.69180195,-0.162377,0,0,0,2.53878,0,0.89851,1.166969234,0,1.105217133,4.12806,0.762856,0.879265,0,0,1.84983,0.159736163,1.78071489,1.511083451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9Y0A1,0,0,1.48668,0,0,0,0,0,0.666206727,0,0,0.159466,0.541315,0,-0.400736,1.732254581,0,0.412625,0,0,-1.43481,0,0,-0.452589,0,0,0,3.05672,0,1.9435,0.909319,0,0,1.000227163,0,0.611056451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9U2T9,5.16545,2.76303,4.18633,0,0,0,-0.249670098,-0.00768215,-0.731975273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.584827,0,2.52357,0,0,0,-0.146023837,0,-1.178216549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O45000,0,3.12605,0,0,0,0,6.092209902,0.42325085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49731,4.6156,4.45295,0,0,0,-3.149173837,-1.90705511,-3.488986549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
G5EEH6,3.08651,2.72176,1.10878,0,0,-1.05764,-0.337100098,0.30079785,0.330146727,1.91785,1.06868,0.703711,1.53736,-1.33044,-0.647137,0.498654581,-0.29169005,0.360895,1.6397,2.02135,0.22198,1.58143,0.410979,0.0142293,0.172425234,0.306016161,-0.237245867,4.12706,2.74206,1.63074,2.03037,0.852604,-0.404156,0.319986163,0.52900489,0.268207451,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13144,0,0,0,0,0,0,3.29502,0,2.78677,2.254089163,0,2.169643451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q9U308,4.45916,0,0.50467,0,0,0,0.734441902,0,-0.016725273,0,0,0,0,0,0,0,0,0,2.26984,3.46299,0,0,0,0,-0.373213766,-1.060858839,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
Q9NAQ2,4.38661,3.7902,3.04001,0,4.00196,3.25519,0.483319902,1.02159085,1.207785627,2.14591,0,0,0,0,0,-0.642710419,0,0,3.03323,1.72301,0,0,0,2.68869,0.273992234,0.121637161,0.935233133,3.75399,3.96723,3.42586,3.93439,3.81203,4.03029,0.470026163,0.98369489,1.189393251,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q17765,2.86533,3.64872,2.4549,1.50414,0,0,0.507699902,0.44848185,0.304654727,0,0,0,0,0,0,0,0.35324795,1.590308,0,0,0,0,0,0,-2.744063766,-0.013870839,0.792492133,5.17381,1.79251,3.84536,1.82193,0,0,-0.067263837,1.17780489,0.010803451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q22667,0,0,0,0,0,0,0,0,0,4.19927,0,1.84385,0,0,0,-1.183250419,0,-1.103637,6.15035,4.951,2.51936,0,0,0,-1.978753766,-2.243618839,-1.795890867,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Cytoplasm specific,NA
Q9TZ58,4.23168,3.32632,3.27078,5.58133,0,0,0.798451902,0.54432685,0.291302727,0,0,0,0,0,0,0,0,-2.805357,0,0,0,3.80355,0,0,3.122256234,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q21080,2.72079,1.81267,2.23344,3.99774,2.67993,2.73695,2.869299902,2.43965785,2.001968727,0,0.613223,0.0314765,1.27963,0.0984648,-0.233468,1.058240581,0.37544995,0.696083,1.69952,1.21906,0.37737,1.07083,0.739744,0.194627,0.650270234,0.358364161,0.384893133,3.10331,2.31921,1.7969,1.4162,0,0.31194,-0.077343837,0.68665489,-0.421086549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Nucleus specific,NA
O17919,2.96992,2.62258,2.32859,4.00301,3.68799,4.04689,2.928729902,2.46587785,2.950124727,1.17721,0.736053,0.230166,1.51992,0.741854,0.357371,1.297422581,0.73046995,1.034384,1.75153,1.83536,0.132067,2.94845,2.90671,2.18753,2.338516234,2.612271161,2.695539133,3.31868,2.72259,1.54946,4.27289,4.00322,3.7357,2.793046163,3.56523489,3.406903451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
P90904,4.12933,3.98451,3.97666,0,0,0,-0.783760098,0.30891785,-1.242575273,0.497219,1.2808,1.67415,0,0,0,0,0.26180995,-1.369197,1.87591,3.36847,2.13664,0,0,0,-0.511333766,-0.408758839,-1.487500867,4.61556,4.7956,3.45125,1.31975,0,0,-0.080093837,-0.40013511,-1.334706549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q21122,3.37039,0.660408,3.57925,0,0.643817,0,0.606489902,0.28158785,-0.782405273,0,0,0.954301,0,0,0,0,0,-0.242947,2.7286,1.5732,2.64654,0,1.63841,0,0.051820234,-0.422528839,-0.898570867,4.0122,4.11637,2.97156,0,0,0,-0.354193837,-0.10398511,-0.825776549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
