UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
Q9XXA2,4.93284,3.49607,3.77104,0,0,0,-0.253740098,-0.50456215,-0.888185273,4.09944,0,3.4682,0,0,0,-2.380020419,0,-2.443617,0,0,0,0,0,0,0,0,0,5.43864,2.26209,3.49621,0,0,0,-0.137903837,-0.05539511,-2.021506549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
O17612,3.81968,0.923905,1.91244,1.83382,0,0,-0.026930098,0.23548785,0.168704727,1.30134,0.089476,0.398824,1.79277,0,-0.283712,1.598351581,0.13537395,0.663297,2.10835,1.28112,0.151233,0.9561,0,0,0.147781234,0.157689161,0.156748133,2.76048,1.79033,1.40497,0,-1.85013,0.437046,0.246306163,-0.05051511,0.423847451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q09603,0,0,2.65935,0,4.08214,0,0,0,0.766433727,1.77886,0,0,0,0,0,0.492610581,0,0,1.36218,0,0,0.782146,0,0,0.668049234,0,0,3.41438,4.0302,0,0,0,0,-0.475453837,0.31933489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O45106,3.76325,3.06573,0,0,1.87859,0,0.604289902,0.18101785,0.837927727,0,0,0,1.89229,0,-2.26214,0.916526981,0,0,0,0.306155,0,0,1.06361,0,0,0.524115161,0,3.24474,2.47021,1.19771,0,0,4.0258,-0.081433837,0.13191489,0.159953451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P34559,3.97677,0,1.9538,0,0,0,-0.902110098,0,0.207764727,0,0,0,0,0,0,0,0,0,0,-0.275362,0,0,0,0,0,0.809281161,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Epidermis specific
Q9NEZ8,0,0,0,-1.11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58047,0,0,0,0,0,-0.69546511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O17761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304115,0,0,0,0,0,-0.091908839,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5ED80,4.18671,0,3.7519,0,0,0,0.686519902,0,-0.584675273,5.81669,0,0,0,0,0,-4.683380419,0,0,0,0,0,0,0,0,0,0,0,2.52421,0,2.52088,0,0,0,-0.248003837,0,-1.413736549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q09299,4.80002,2.93212,2.6818,0,0,0,0.315469902,0.40564885,0.320714727,1.82115,1.37216,-1.84285,1.00125,0.535479,0,0.589009581,0.56462195,0.001616,1.80356,1.50436,-4.48453,0,0,1.60794,0.481826234,0.218535161,0.596949933,4.70918,2.65317,2.39754,0,0,0,-0.345353837,0.31699489,-0.341356549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q95QN6,4.12744,0,0,0,0,0,-2.416350098,0,0,0,0,0,0,0,0,0,0,0,3.6744,0,0,0,0,0,-1.874563766,0,0,3.95692,3.61543,4.50576,0,0,0,-0.278423837,-0.30378511,-1.114536549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
P29691,4.10026,4.5544,3.93836,2.16563,2.86466,2.14421,-0.221680098,-0.33486215,-0.592725273,1.69513,1.85322,1.34873,0.609443,0.902196,0.0895778,-0.243430419,-0.17499005,-0.423167,2.11377,2.83623,1.65878,0.82408,1.43448,0.49094,-0.419333766,-0.484978839,-0.537300867,3.70931,4.31144,3.49748,1.51104,1.7617,1.63964,-0.471933837,-0.42713511,-0.804526549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q9GUP2,3.25753,2.54557,2.38008,0,3.65003,1.20058,0.688979902,0.81595385,0.550681727,1.42039,0.850616,0.614769,0.98037,2.55906,-0.325503,0.874116681,0.33155395,0.113273,2.09372,2.14228,0.860997,1.69499,1.92297,0.778349,0.697619234,0.489608161,0.692027233,3.92325,3.23576,2.14563,2.82354,2.0706,2.01646,0.881851163,0.83905489,0.635554451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
O01991,0,2.81144,1.3749,0,0,1.91587,0,1.76557085,1.020954727,0,0,0,0,0,0,0,0,0,3.3434,2.92753,1.83918,2.25908,0.12022,0,0.376212234,0.463233161,0.232382133,0,1.5306,0,0,0,0,0,1.39262889,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
P53013,3.34643,3.10222,2.54544,1.49396,1.57273,1.16424,0.067239902,0.28076785,0.247984727,1.45838,1.16148,0.797338,1.17276,0.534474,0.121874,0.568278581,0.33336395,0.266327,1.83056,1.58632,0.812929,1.26579,0.978663,0.361528,0.412781234,0.380104161,0.251640133,3.23918,3.05357,2.02016,1.78526,1.03285,1.0837,0.431146163,0.60323489,0.207817451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q23463,2.72967,3.3523,2.47266,2.8396,3.77369,2.93647,1.601621902,1.24514685,1.799650727,0.84006,0.905151,0.471748,0.760455,0,-0.00511976,0.686369581,0.32523995,0.439257,1.45143,1.71245,1.28245,1.84913,2.0688,2.21933,1.164860234,1.234974161,1.784219133,2.29925,3.17059,3.1705,3.15524,3.16645,3.51578,1.830333363,1.88530189,1.855753451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q17902,4.28476,2.82354,3.62129,2.64427,3.35491,2.20466,0.277179902,1.20472685,0.260020727,1.56941,1.57913,1.30592,0,0,1.04285,-0.040370419,0.79018185,0.235501,2.25621,4.86181,1.5329,-2.87707,3.39564,0.0832272,-0.475853766,-0.415718839,-0.847800867,3.3187,4.15988,2.02532,0,4.5487,1.54588,-0.319173837,0.50676489,-0.714146549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
G5EGU1,3.32773,3.32819,2.86255,0.139984,2.85777,1.57079,-0.148390098,-0.01063215,-0.181105273,1.99001,1.47807,1.21505,1.19406,0.350443,0.266926,0.036981581,-0.08642205,-0.261337,2.39746,1.98527,1.15748,1.47201,0.645608,0.832944,0.012520234,-0.130458839,-0.014409867,2.95766,2.67654,1.71563,1.79797,3.0155,5.91345,0.231876163,0.80591489,0.234999451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O76360,3.16113,2.73952,2.4787,1.83439,1.40102,0.972869,0.179029902,0.29801785,0.131114727,0.982212,0.688305,0.507004,0.823823,0.161619,-0.292125,0.670583581,0.37444695,0.175297,2.3739,1.99096,1.17661,1.36943,1.2306,0.493889,-0.178103766,-0.083298839,0.163502133,3.31342,2.59737,2.01363,2.46709,0,0.589599,-0.009133837,0.51920489,-0.195626549,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
P34339,4.09371,3.40134,3.41417,1.90937,2.08351,1.46987,-0.569790098,-0.02784215,-0.769985273,1.84826,1.21092,0.945938,1.39401,0.324138,-0.0443246,0.267979581,-0.03906905,-0.146347,2.37029,2.12258,1.31639,1.15751,0.917881,0.383957,-0.389323766,-0.297808839,-0.362920867,4.18585,3.18153,2.9952,1.65958,0.946994,0.912669,-0.664363837,-0.11664511,-0.955376549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
G5EBH0,1.90386,2.65018,4.32141,0,1.46485,1.91463,0.664569902,1.07341885,1.113187727,0,0,0,0,0,0,0,0,0,1.48543,1.78865,1.14087,0,0,0,0.353452234,1.070977161,-0.745090867,4.15977,2.75204,1.63778,1.99386,0,0,0.998472163,0.59839489,-0.007566549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Nucleus specific,NA
G5EBN5,0,0,2.08236,1.50522,1.92549,2.39929,1.683158002,0,1.159217927,0,0,1.096,0,0,-0.345752,0,0,-0.196337,0,0,0,0,0,0,0,0,0,0,2.17717,3.02463,0,0,0,0,0.05114489,-0.036976549,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Nucleus specific,NA
G5ECW3,1.26661,2.08007,0,0,0,0,1.361282902,-0.67960215,0,0,0,0,0,0,0,0,0,0,3.42683,2.79752,2.52395,0,0,0,-0.275913766,-0.799558839,-1.651080867,4.71244,3.16658,3.86549,0,0,0,-0.590083837,-0.41052511,-0.765166549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9BIF4,4.62609,0.415657,3.01057,0,0,0,-2.632550098,0,-0.620995273,0,0,0,0,0,0,0,0,0,4.35129,0,0,0,0,0,-0.926143766,0,0,4.75506,1.63532,2.94007,0,0,0,-0.863543837,-0.90076511,-1.096786549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q967F1,3.36583,4.17417,4.82922,0,0,0,-0.091120098,-0.52117215,-0.479095273,1.32185,1.28004,0,0,0,0,-0.077702419,-0.32122005,0,1.22855,0,0,0,0,0,-0.039235766,0,0,3.44952,3.95158,4.33542,0,0,0,0.040206163,-0.11660511,0.056673451,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9TXU7,3.10264,2.55778,3.42804,0,0,0,-0.052270098,-2.60301215,-0.974265273,3.16677,0,0,0,0,0,-2.034650419,0,0,0,0,4.15802,0,0,0,0,0,-0.857870867,5.00071,5.01966,2.56497,0,0,0,-2.090683837,-1.70363511,-0.429596549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q9XWI6,3.8735,3.86062,3.4626,2.1871,2.70263,1.87443,-0.095270098,0.15762785,-0.418045273,1.58339,1.5948,0.89034,0.97433,0.769165,-0.136727,0.263165581,0.12152795,-0.162167,2.52364,2.69037,1.3569,1.19856,1.4409,0.245018,-0.186273766,-0.245088839,-0.408150867,4.00263,3.93362,3.07225,1.95221,1.17018,1.17364,-0.401213837,-0.18706511,-0.712096549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
O02328,3.68085,3.00858,3.2783,1.82711,1.63403,1.7068,-0.344840098,0.01547785,-0.382535273,1.72265,0.924914,0.798209,1.35786,0.374479,-0.0756242,0.468119581,0.24894495,0.089056,2.40704,1.76435,1.08229,1.61491,0.771157,0.306247,0.130489234,0.057381161,-0.111975867,4.03636,2.89837,2.70951,1.92356,1.30402,0.995187,-0.146773837,0.35114489,-0.540946549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
P30642,4.76856,4.50414,3.75069,1.631,3.65121,1.44194,-1.384600098,-1.24257215,-1.063555273,2.37002,1.73858,1.1165,1.1378,0.550348,0.135185,-0.153870419,-0.43358005,-0.199217,2.44188,2.6578,1.27169,0.606865,0.886677,0.33372,-0.638163766,-0.521548839,-0.336284867,4.58079,4.44703,3.09728,1.33596,1.3538,1.14464,-1.152353837,-1.05566511,-0.965476549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
O61820,4.13691,3.88269,3.54069,1.63153,1.65001,1.1269,-1.042040098,-0.76727215,-0.779845273,2.31288,1.69136,1.35995,1.49212,0.793791,-0.141843,0.200179581,-0.14466605,-0.273397,2.63963,1.95172,1.13633,1.73099,1.19714,-0.020531,0.115941234,0.050330161,-0.072204867,4.33267,3.7259,3.18419,0,1.26629,0.976573,-0.465743837,-0.23129511,-0.762596549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q18967,4.35579,2.86427,2.8897,1.48738,2.00239,1.01584,-0.393870098,-0.00327215,-0.118565273,5.44035,1.14945,1.10595,2.59684,1.33161,0.461958,-0.109956419,0.50964995,0.399193,2.53277,1.62214,0.92529,1.67635,1.45319,0.425398,0.524146234,0.397443161,0.133752133,3.93966,3.02041,2.62563,2.49381,1.61067,1.4042,0.338706163,0.28982489,-0.030116549,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q19706,4.05582,3.72779,3.36339,2.08664,1.72772,1.73693,-0.361740098,-0.12560215,-0.516865273,1.59211,1.1583,0.909764,0.92816,0.310907,-0.120164,0.266890581,-0.00168205,-0.141037,2.56244,1.99408,1.36656,1.1394,0.60796,0.138322,-0.501723766,-0.281228839,-0.417020867,3.75934,3.45478,3.23511,1.94749,0.553178,1.55439,-0.512903837,-0.18700511,-0.720156549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
O01974,3.45765,4.44354,3.80912,1.83501,2.64824,1.60481,-0.472010098,-0.94144215,-0.992985273,2.61773,1.85638,1.03444,0,0.737223,-0.554449,-0.270040419,-0.40993005,-0.419007,2.06653,2.19255,1.00104,0.929521,0.997699,-0.037916,-0.074123766,-0.109828839,-0.345744867,3.95582,3.50596,2.76911,1.17836,1.10478,1.35134,-0.844643837,-0.54394511,-0.677926549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q965S8,4.12713,3.92921,2.80144,0,3.37613,1.03979,-0.275840098,-0.32015215,-0.287895273,3.08444,2.0916,0.67837,1.92143,1.89729,0.139351,0.074656581,-0.06258205,0.126758,4.66785,2.61411,0.704076,2.11732,0.577717,0.247847,0.312606234,0.004074161,-0.036216867,4.95828,3.16076,2.33551,0,2.05416,0,-0.581863837,-0.11942511,-0.349726549,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q9XWP7,5.41187,5.69588,5.42025,0,0,0,-2.911440098,-3.28143215,-3.177115273,2.79996,2.78695,2.69564,0,0,0,-2.098620419,-1.40654005,-2.050657,3.75443,4.59475,3.64771,0,0,0,-3.010653766,-2.393038839,-2.356670867,5.27573,5.66854,5.19963,0,0,0,-3.626823837,-2.99350511,-3.048136549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q9XUP3,0,3.23573,0,0,0,0,0,-0.30887215,0,0,0.964982,0,0,0,0,0,0.21460995,0,0,1.51353,0.375836,0,0,0,0,-0.144068839,-0.110566867,4.05387,2.98774,0,0,0,0,0.124716163,0.29615489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95QW0,3.8727,3.32831,3.09068,1.8174,1.60056,1.38453,-0.781730098,-0.02298215,-0.461785273,2.21876,1.15281,1.07319,1.68876,0.37954,0.311505,0.289450581,0.08604195,0.115771,2.09366,1.48961,0.814883,1.5746,0.711261,0.302053,0.207244234,0.261631161,0.152957133,4.13044,2.75865,2.46609,1.98084,0.753507,0.639885,-0.258303837,0.42335489,-0.425266549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O62106,2.88797,3.23841,2.43958,0,2.32991,1.93848,0.548239902,0.31509785,1.042372727,1.36358,1.08708,0.992167,0,0.27183,0,-0.065887419,0.03500595,0.227728,1.71686,1.39989,0.969338,1.48842,0.5573,0.812531,0.362214234,0.504694161,0.673612233,3.74664,2.43095,2.30924,0,0,1.72684,0.507196163,0.93776489,0.566479451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q22528,0,2.1064,2.54227,0,0,0,0,0.34335785,0.404802727,1.25206,0,0,0,0,-1.58648,0.044881581,0,0,4.0394,0,0,0,0,0,0,0,0,3.21231,1.6165,0,0,0,0,0.594636163,0.61530489,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
G5ECR7,3.98657,2.96008,2.93475,0,0,0,0.766467902,0.03173785,-0.265585273,2.25665,0,0.892385,0,0,0,-0.317280419,0,0.030163,0,2.41067,0,0,0,0,0,-0.040694839,0.019136133,4.76068,2.77729,2.50804,0,0,0,0.203576163,0.77227489,0.262994451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9BKS1,2.88919,3.47433,3.21172,2.00727,1.89977,2.68502,0.869712902,0.50178685,0.913675727,1.45232,1.7246,0.808895,0.640609,0.804139,-0.076417,0.027013581,0.11622095,0.011127,1.68488,2.10271,1.2937,1.41429,1.41667,0.706508,0.691711234,0.517169161,0.016590133,3.09358,4.09507,2.25879,2.0043,2.5373,2.12227,0.563646163,0.68748489,0.557974451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
G5EEE5,4.41762,4.33644,3.64599,2.07767,1.95706,1.49213,-1.146480098,-1.00138215,-0.764475273,2.17169,1.44946,0.88682,2.45979,0.640908,0.115413,0.427761581,-0.26112005,0.066716,2.07183,1.55555,0.817875,3.12041,1.5994,0.259288,1.852797234,0.393236161,0.110604133,4.73728,4.72051,3.70066,0,1.52602,1.42922,-0.614423837,-1.12989511,-1.303546549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Cytoplasm specific,NA
Q9XVQ9,0,2.37914,1.86125,0,0,1.96481,0,0.30879785,0.536106727,0,0,3.47196,0,0,0,0,0,0.439172,0,1.44528,2.95517,0,0,0,0,-0.609168839,-1.170700867,3.82546,0,2.51641,0,0,0,-0.118893837,0,-0.298246549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P49191,5.31026,4.88558,4.75924,0,0,0,-1.026600098,-1.04230215,-1.077275273,2.74213,1.31395,0,0,0,0,0.015374581,0.18065495,0,4.1512,4.44114,0,0,0,0,0.200325234,0.307169161,0,6.21686,4.11284,2.45036,0,0,0,0.640116163,-0.40721511,-0.319256549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q20300,0,4.29107,0,0,0,0,0,0.21091785,0,0,0,0,0,1.31192,0,0,0.54495495,0,0,2.18041,0,0,2.66084,-11.7412,0,-0.186518839,0,5.00002,4.32683,3.5085,0,0,0,-1.090993837,-1.63025511,-0.417526549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09365,4.1136,3.84976,0,0,0,0.436356163,-0.20331511,-0.933496549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
Q9N595,2.54229,2.10083,2.34549,1.31201,1.45716,0.988554,0.652579902,0.80970285,-0.043905273,0.560074,0.192269,0.410191,0,-0.272721,-1.39511,-1.666190419,0.42162895,0.008435,1.34065,0.883881,0.714725,0.298821,0.646618,-4.23197,0.547261234,0.235089161,-0.497670867,3.05655,3.8231,2.07708,0,0,0,-0.017913837,0.38622489,-0.410456549,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9NEW7,3.59961,3.68627,3.0871,0,0,0,0.188209902,0.26689785,-0.683385273,1.03564,1.36361,0.153931,0,0,0,0.496475581,0.06624195,-1.247687,2.63454,3.11958,0.68595,0,0,0.165775,0.590674234,0.396890161,-1.423950867,3.48348,3.0171,3.17105,0,0,0,-0.444993837,0.08663489,-1.392636549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q23651,0,0,2.29841,0,0,0,0,0,-0.153215273,0,0,0,0,0,0,0,0,0,0,0,1.12522,0,0,0,0,0,-8.264170867,4.09908,1.9044,2.54548,0,0,0,-0.037603837,0.25058489,-1.136526549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q18195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13025,0,0,0,0,0,-0.57297511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q9U1Q7,3.05406,1.27318,2.403,2.58643,1.97373,2.22499,1.279039902,0.98271785,1.201724727,0.854146,0.736726,0.570786,1.12734,0.217029,0.410522,0.745065581,0.48678495,0.610865,2.839,1.24772,0.591736,1.9992,1.22829,0.815991,0.917056234,0.858132561,1.018989133,3.60747,2.29824,1.7105,2.94113,1.21402,1.86775,1.357655163,1.68753189,1.379744451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
P34703,3.08961,1.81729,2.47045,4.9202,3.69201,2.68453,1.064797902,0.88677685,1.321367527,-0.0410698,0.520517,0.461532,0,0,0.135191,0.667045581,0.58657895,0.463257,4.33874,1.00148,0.132465,1.41922,0.204591,1.12033,0.335025234,0.450984161,1.013007133,3.18269,1.74968,1.43357,1.82259,1.98434,1.75846,1.120468163,1.86809189,1.285418451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q09590,4.22008,4.32285,3.98117,1.75304,2.04176,1.41992,-1.260220098,-1.20445215,-1.513915273,1.17574,1.17338,1.07978,0.780124,0.45525,-0.280306,-0.291580419,-0.18462005,-0.023214,0.736002,0.50392,0.326986,0.547537,0.468451,0.193975,0.703337234,0.467159161,0.207631133,4.90203,4.7065,3.76047,1.25383,0,0.829551,-1.633223837,-0.92832511,-1.630726549,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q19967,0,2.89714,0,0,0,0,0,0.11393785,0,0,1.45835,0.680655,0,0,0,0,0.40656295,0,0,1.50897,0,0,0,0,0,0.333892161,0,0,2.64028,0,0,0,0,0,0.36139489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O01971,0,5.12802,0,3.89281,5.02409,2.49108,2.247876902,1.70628885,1.911298727,0,0,0,1.36858,0,0,1.447353581,0,0,0,0,0,3.0428,0,0,3.742656234,0,0,3.95974,4.92578,0,2.93557,0,1.01757,1.509555163,1.33494689,0.209578451,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q19089,0,0,0,0,0,0,0,0,0,0,3.08372,0,0,0,0,0,0.15112695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q27527,3.69388,2.93388,2.36205,2.6784,2.60171,1.8955,0.657779902,1.08234185,0.670712727,1.81892,0.545194,-0.0817263,2.03227,0.131545,-0.116076,1.081282581,0.49501495,1.027895,2.77332,1.45234,0.767727,2.05533,1.03223,0.0735321,0.408023234,0.629086161,0.124897133,3.33043,1.94904,1.75672,2.27604,1.08815,0.990327,0.521896163,1.19689489,0.460843451,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q9XU56,2.45747,2.99289,2.20544,1.94239,1.00494,0,0.834964902,0.01950785,-0.207865273,2.22464,1.96681,1.74702,0,0.626168,0,-0.494080419,-0.51475005,-0.325127,0.926564,1.94388,2.09547,1.40406,2.14837,-0.439596,0.529487234,0.587458161,-0.134139867,3.81835,3.43323,2.99553,0,0,0.825108,0.025186163,-0.06988511,0.097303451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
G5EDJ3,4.38502,2.89486,0,2.06002,0,0,-0.554880098,-2.08270215,-0.664085273,1.82884,0.770531,0,1.24982,0,0,0.277856581,0.00526295,-0.379597,2.15425,1.7091,1.25711,1.33194,0,0,0.072875234,0.147672161,-0.152665867,3.82019,2.67102,1.97879,1.33676,0,0,0.223966163,-1.73203511,0.295171451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q93871,4.27704,0,2.599,2.07358,0,0,0.465229902,0,-0.221795273,1.72975,0.998319,1.24581,1.51561,0,0,0.536812581,-0.36976005,-0.577707,5.89298,2.34945,0,1.08924,1.39485,0,0.031053234,0.299137161,0,3.57289,2.11619,3.62472,0,0,0,-1.200943837,0.24217489,0.031443451,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Q9XWU8,0,2.7614,2.84726,0,1.21265,1.55027,0,-0.14828215,-0.081115273,3.35833,1.43928,0,0,0.662263,0,0.186682581,0.01768995,0,1.71035,1.32942,0,0,0.793093,0,0,0.433015161,-0.122968867,4.90517,3.00663,2.31809,0,0.628895,1.60505,0.573696163,0.08233489,0.104153451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q20123,3.3355,4.10897,3.68457,0,0,0,-0.277860098,-0.24598215,-0.853835273,0,0,0.630829,1.65421,0,0,0.769586181,0,0.601546,0,1.53407,0,0,0,0,0,0.083548161,0,4.16669,3.55648,2.35319,0,0,0,-0.137923837,0.09995489,-0.774846549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9BI72,4.71636,4.73006,4.94003,2.70553,4.01486,2.00705,-0.227030098,-0.46812215,-0.840985273,1.78387,1.06322,1.18761,0.373729,1.91196,-1.58512,-0.807190419,-0.27798005,-0.787837,1.32991,1.64887,0.641516,0,0,-0.79528,0.021109234,0.142078161,-0.415770867,2.97054,2.79188,1.74533,0,0,0,-0.335053837,0.21133489,-0.378006549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O18250,3.95223,2.57492,2.16587,0,0,-0.01025,-0.105390098,0.22670785,-0.053365273,1.89383,1.06458,0.235083,0.0955374,-0.917734,-0.591215,-0.263950419,0.18110395,0.131208,2.97239,1.22952,0.592003,0,1.09423,0.227065,0.263654234,0.529757161,0.209909133,4.75171,4.01518,3.40859,0,2.13221,1.34403,-1.027543837,-1.03952511,-0.973856549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
